Org,Repo,Date,Views count,Views unique
usdot-jpo-ode,asn1_codec,2024-11-17,55,3
usdot-jpo-ode,jpo-conflictmonitor,2024-11-17,1,1
usdot-jpo-ode,jpo-conflictvisualizer,2024-11-17,1,1
usdot-jpo-ode,jpo-cvdp,2024-11-17,1,1
usdot-jpo-ode,jpo-geojsonconverter,2024-11-17,3,1
usdot-jpo-ode,jpo-ode,2024-11-17,61,2
usdot-jpo-ode,jpo-s3-deposit,2024-11-17,1,1
usdot-jpo-ode,jpo-sdw-depositor,2024-11-17,1,1
usdot-jpo-ode,jpo-tim-builder,2024-11-17,1,1
usdot-jpo-ode,wzdx,2024-11-17,7,5
usdot-jpo-ode,TDx,2024-11-18,6,2
usdot-jpo-ode,asn1_codec,2024-11-18,7,3
usdot-jpo-ode,jpo-conflictmonitor,2024-11-18,3,2
usdot-jpo-ode,jpo-conflictvisualizer,2024-11-18,1,1
usdot-jpo-ode,jpo-geojsonconverter,2024-11-18,12,1
usdot-jpo-ode,jpo-ode,2024-11-18,18,6
usdot-jpo-ode,wzdx,2024-11-18,68,19
usdot-jpo-ode,TDx,2024-11-19,119,10
usdot-jpo-ode,asn1_codec,2024-11-19,4,1
usdot-jpo-ode,jpo-conflictmonitor,2024-11-19,17,5
usdot-jpo-ode,jpo-conflictvisualizer,2024-11-19,2,1
usdot-jpo-ode,jpo-cvmanager,2024-11-19,2,2
usdot-jpo-ode,jpo-geojsonconverter,2024-11-19,21,3
usdot-jpo-ode,jpo-ode,2024-11-19,5,3
usdot-jpo-ode,jpo-utils,2024-11-19,1,1
usdot-jpo-ode,wzdx,2024-11-19,130,29
usdot-jpo-ode,TDx,2024-11-20,3,3
usdot-jpo-ode,jpo-conflictmonitor,2024-11-20,3,3
usdot-jpo-ode,jpo-conflictvisualizer,2024-11-20,1,1
usdot-jpo-ode,jpo-cvdp,2024-11-20,1,1
usdot-jpo-ode,jpo-geojsonconverter,2024-11-20,12,4
usdot-jpo-ode,jpo-ode,2024-11-20,18,8
usdot-jpo-ode,jpo-s3-deposit,2024-11-20,1,1
usdot-jpo-ode,jpo-utils,2024-11-20,5,2
usdot-jpo-ode,ode-output-validator-library,2024-11-20,1,1
usdot-jpo-ode,wzdx,2024-11-20,94,16
usdot-jpo-ode,TDx,2024-11-21,7,2
usdot-jpo-ode,asn1_codec,2024-11-21,7,2
usdot-jpo-ode,jpo-conflictmonitor,2024-11-21,17,3
usdot-jpo-ode,jpo-conflictvisualizer,2024-11-21,1,1
usdot-jpo-ode,jpo-cvdp,2024-11-21,3,1
usdot-jpo-ode,jpo-cvmanager,2024-11-21,1,1
usdot-jpo-ode,jpo-geojsonconverter,2024-11-21,3,1
usdot-jpo-ode,jpo-ode,2024-11-21,43,8
usdot-jpo-ode,jpo-sdw-depositor,2024-11-21,1,1
usdot-jpo-ode,jpo-utils,2024-11-21,1,1
usdot-jpo-ode,wzdx,2024-11-21,215,19
usdot-jpo-ode,TDx,2024-11-22,2,2
usdot-jpo-ode,asn1_codec,2024-11-22,3,1
usdot-jpo-ode,jpo-conflictmonitor,2024-11-22,9,4
usdot-jpo-ode,jpo-conflictvisualizer,2024-11-22,3,1
usdot-jpo-ode,jpo-cvdp,2024-11-22,1,1
usdot-jpo-ode,jpo-cvmanager,2024-11-22,1,1
usdot-jpo-ode,jpo-geojsonconverter,2024-11-22,5,3
usdot-jpo-ode,jpo-ode,2024-11-22,74,6
usdot-jpo-ode,jpo-sdw-depositor,2024-11-22,2,1
usdot-jpo-ode,jpo-security-svcs,2024-11-22,1,1
usdot-jpo-ode,scms-asn1,2024-11-22,1,1
usdot-jpo-ode,wzdx,2024-11-22,55,14
usdot-jpo-ode,jpo-ode,2024-11-23,1,1
usdot-jpo-ode,wzdx,2024-11-23,4,3
usdot-jpo-ode,wzdx,2024-11-24,7,3
usdot-jpo-ode,TDx,2024-11-25,4,1
usdot-jpo-ode,jpo-conflictmonitor,2024-11-25,16,5
usdot-jpo-ode,jpo-conflictvisualizer,2024-11-25,19,3
usdot-jpo-ode,jpo-cvmanager,2024-11-25,1,1
usdot-jpo-ode,jpo-ode,2024-11-25,34,10
usdot-jpo-ode,jpo-tim-builder,2024-11-25,2,1
usdot-jpo-ode,jpo-utils,2024-11-25,2,2
